m07_row_id_or_alias,rust_function_alias,scilab_function_alias_if_known,source_file_locator,formula_family,risk_tier,likely_domain,unit/frame/time_dependency,numerical_sensitivity,singularity_or_branch_risk,external_data_required,recommended_chunk_group,implementation_readiness,block_reason,required_validation_evidence,notes
PORT_STATUS_RELEASE_GATE.csv:row_0029,ch1_col,foa_ch01_ast_col,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/math/ast_ch1_vector.sci",low_risk_vector_math,low_risk_candidate,M00 constants and canonical unit conversion helpers,finite vector/scalar input policy; no frame/time dependency unless module-local semantics add one,low for algebraic helpers; medium near zero vector for normalization/angle,"zero-vector, tolerance, and dimension policy required for normalization/angle variants",no_by_metadata_locator_only,8D_helper_deduplication_then_low_risk_vector_contracts,metadata_ready_but_deduplicate_before_public_formula,standard_formula_vault_gate_and_duplicate_helper_policy,analytical vector identities; zero-vector negative cases; source equivalence if chosen; family validation card; scilab_equivalence_job_alias=SEQ-013,Common vector helper; likely duplicate of existing central M00 vector kernels.
PORT_STATUS_RELEASE_GATE.csv:row_0030,ch1_dot,foa_ch01_ast_dot,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/math/ast_ch1_vector.sci",low_risk_vector_math,low_risk_candidate,M00 constants and canonical unit conversion helpers,finite vector/scalar input policy; no frame/time dependency unless module-local semantics add one,low for algebraic helpers; medium near zero vector for normalization/angle,"zero-vector, tolerance, and dimension policy required for normalization/angle variants",no_by_metadata_locator_only,8D_helper_deduplication_then_low_risk_vector_contracts,metadata_ready_but_deduplicate_before_public_formula,standard_formula_vault_gate_and_duplicate_helper_policy,analytical vector identities; zero-vector negative cases; source equivalence if chosen; family validation card; scilab_equivalence_job_alias=SEQ-013,Common vector helper; likely duplicate of existing central M00 vector kernels.
PORT_STATUS_RELEASE_GATE.csv:row_0031,ch1_cross,foa_ch01_ast_cross,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/math/ast_ch1_vector.sci",low_risk_vector_math,low_risk_candidate,M00 constants and canonical unit conversion helpers,finite vector/scalar input policy; no frame/time dependency unless module-local semantics add one,low for algebraic helpers; medium near zero vector for normalization/angle,"zero-vector, tolerance, and dimension policy required for normalization/angle variants",no_by_metadata_locator_only,8D_helper_deduplication_then_low_risk_vector_contracts,metadata_ready_but_deduplicate_before_public_formula,standard_formula_vault_gate_and_duplicate_helper_policy,analytical vector identities; zero-vector negative cases; source equivalence if chosen; family validation card; scilab_equivalence_job_alias=SEQ-013,Common vector helper; likely duplicate of existing central M00 vector kernels.
PORT_STATUS_RELEASE_GATE.csv:row_0032,ch1_norm,foa_ch01_ast_norm,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/math/ast_ch1_vector.sci",low_risk_vector_math,low_risk_candidate,M00 constants and canonical unit conversion helpers,finite vector/scalar input policy; no frame/time dependency unless module-local semantics add one,low for algebraic helpers; medium near zero vector for normalization/angle,"zero-vector, tolerance, and dimension policy required for normalization/angle variants",no_by_metadata_locator_only,8D_helper_deduplication_then_low_risk_vector_contracts,metadata_ready_but_deduplicate_before_public_formula,standard_formula_vault_gate_and_duplicate_helper_policy,analytical vector identities; zero-vector negative cases; source equivalence if chosen; family validation card; scilab_equivalence_job_alias=SEQ-013,Common vector helper; likely duplicate of existing central M00 vector kernels.
PORT_STATUS_RELEASE_GATE.csv:row_0033,ch1_unit,foa_ch01_ast_unit,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/math/ast_ch1_vector.sci",low_risk_vector_math,low_risk_candidate,M00 constants and canonical unit conversion helpers,finite vector/scalar input policy; no frame/time dependency unless module-local semantics add one,low for algebraic helpers; medium near zero vector for normalization/angle,"zero-vector, tolerance, and dimension policy required for normalization/angle variants",no_by_metadata_locator_only,8D_helper_deduplication_then_low_risk_vector_contracts,metadata_ready_but_deduplicate_before_public_formula,standard_formula_vault_gate_and_duplicate_helper_policy,analytical vector identities; zero-vector negative cases; source equivalence if chosen; family validation card; scilab_equivalence_job_alias=SEQ-013,Common vector helper; likely duplicate of existing central M00 vector kernels.
PORT_STATUS_RELEASE_GATE.csv:row_0034,ch1_clamp,foa_ch01_ast_clamp,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/math/ast_ch1_vector.sci",low_risk_scalar_math,low_risk_candidate,M00 constants and canonical unit conversion helpers,finite scalar input policy; no frame/time dependency by metadata,low except at clamp/sqrt/acos boundaries,domain clamp and non-finite policy required; no iterative branch expected,no_by_metadata_locator_only,8D_helper_deduplication_then_low_risk_scalar_contracts,metadata_ready_but_deduplicate_before_public_formula,standard_formula_vault_gate_and_duplicate_helper_policy,boundary-value analytical tests; source equivalence if selected; family validation card; scilab_equivalence_job_alias=SEQ-013,Common scalar helper; likely duplicate utility row.
PORT_STATUS_RELEASE_GATE.csv:row_0035,ch1_atan2,foa_ch01_ast_atan2,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/math/ast_ch1_vector.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"orbital-unit, frame, conic branch, and mission-design assumption policy required",medium to high; conic branch and mission geometry convention sensitive,"conic type, singular elements, true/eccentric/hyperbolic anomaly branches, and geometry branch policy unresolved",possible_reference_fixture_required,9A_classical_elements_and_9E_mission_design_contracts,contract_review_first_no_implementation,blocked_until_orbit_geometry_conic_branch_and_validation_policy,source locator review; analytical orbit cases; reference oracle; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-013,Orbital mechanics/mission design pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0036,ch1_angle_between,foa_ch01_ast_angle_between,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/math/ast_ch1_vector.sci",low_risk_vector_math,low_risk_candidate,M00 constants and canonical unit conversion helpers,finite vector/scalar input policy; no frame/time dependency unless module-local semantics add one,low for algebraic helpers; medium near zero vector for normalization/angle,"zero-vector, tolerance, and dimension policy required for normalization/angle variants",no_by_metadata_locator_only,8D_helper_deduplication_then_low_risk_vector_contracts,metadata_ready_but_deduplicate_before_public_formula,standard_formula_vault_gate_and_duplicate_helper_policy,analytical vector identities; zero-vector negative cases; source equivalence if chosen; family validation card; scilab_equivalence_job_alias=SEQ-013,Common vector helper; likely duplicate of existing central M00 vector kernels.
PORT_STATUS_RELEASE_GATE.csv:row_0037,ch1_wrap_to_2pi,foa_ch01_ast_wrap_to_2pi,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/math/ast_ch1_vector.sci",angle_normalization,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,radian angle convention; endpoint/interval policy required; usually no frame/time dependency,low numerical sensitivity but endpoint-sensitive at multiples of pi/two-pi,endpoint convention for -pi/pi/0/two-pi unresolved unless separately contracted,no_by_metadata_locator_only,8B_or_8D_angle_endpoint_policy_then_deduplicate_wrappers,blocked_until_endpoint_contract_review,blocked_until_angle_interval_endpoint_policy_and_nonfinite_policy,endpoint vector table; periodicity identities; source-row review; Scilab equivalence job for exact family; scilab_equivalence_job_alias=SEQ-013,Angle wrap/quadrant normalization pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0038,ch1_wrap_to_pi,foa_ch01_ast_wrap_to_pi,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/math/ast_ch1_vector.sci",angle_normalization,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,radian angle convention; endpoint/interval policy required; usually no frame/time dependency,low numerical sensitivity but endpoint-sensitive at multiples of pi/two-pi,endpoint convention for -pi/pi/0/two-pi unresolved unless separately contracted,no_by_metadata_locator_only,8B_or_8D_angle_endpoint_policy_then_deduplicate_wrappers,blocked_until_endpoint_contract_review,blocked_until_angle_interval_endpoint_policy_and_nonfinite_policy,endpoint vector table; periodicity identities; source-row review; Scilab equivalence job for exact family; scilab_equivalence_job_alias=SEQ-013,Angle wrap/quadrant normalization pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0039,ch1_deg2rad,foa_ch01_ast_deg2rad,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/math/ast_ch1_vector.sci",unit_conversion,low_risk_candidate,M00 constants and canonical unit conversion helpers,unit/constants contract required; no frame dependency unless canonical gravitational parameter convention is embedded,low for direct unit scaling; medium when canonical units/constants are bundled,"unit dimension, constant source, and non-finite input policy required; no branch expected for pure scaling",possible_for_constant_tables_or_source_values,8C_remaining_M00_unit_conversion_contracts,metadata_ready_for_family_contract,standard_formula_vault_gate_only,unit identity tests; dimensional round trips; source-registry seed; validation family card; Scilab equivalence for exact source basename; scilab_equivalence_job_alias=SEQ-013,Unit/constants conversion pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0040,ch1_rad2deg,foa_ch01_ast_rad2deg,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/math/ast_ch1_vector.sci",unit_conversion,low_risk_candidate,M00 constants and canonical unit conversion helpers,unit/constants contract required; no frame dependency unless canonical gravitational parameter convention is embedded,low for direct unit scaling; medium when canonical units/constants are bundled,"unit dimension, constant source, and non-finite input policy required; no branch expected for pure scaling",possible_for_constant_tables_or_source_values,8C_remaining_M00_unit_conversion_contracts,metadata_ready_for_family_contract,standard_formula_vault_gate_only,unit identity tests; dimensional round trips; source-registry seed; validation family card; Scilab equivalence for exact source basename; scilab_equivalence_job_alias=SEQ-013,Unit/constants conversion pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0041,ch1_is_close,foa_ch01_ast_is_close,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/math/ast_ch1_vector.sci",ambiguous_source_or_contract,do_not_import,M00 constants and canonical unit conversion helpers,test/assertion helper; not a standalone research equation candidate,not applicable as equation candidate,assertion tolerance policy if retained in tests only,no_by_metadata_locator_only,8D_deduplicate_helpers_and_test_utility_policy,do_not_promote_public_formula,blocked_test_helper_or_duplicate_utility_not_formula,"if used, test-only utility policy and no public API promotion; scilab_equivalence_job_alias=SEQ-013",Assertion/comparison helper pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0042,ch1_constants,foa_ch01_ast_constants,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/units/ast_ch1_constants_units.sci",unit_conversion,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,unit/constants contract required; no frame dependency unless canonical gravitational parameter convention is embedded,low for direct unit scaling; medium when canonical units/constants are bundled,"unit dimension, constant source, and non-finite input policy required; no branch expected for pure scaling",possible_for_constant_tables_or_source_values,8C_remaining_M00_unit_conversion_contracts,contract_review_first_no_implementation,blocked_until_unit_constant_source_contract,unit identity tests; dimensional round trips; source-registry seed; validation family card; Scilab equivalence for exact source basename; scilab_equivalence_job_alias=SEQ-009,Unit/constants conversion pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0043,gravitational_parameter,foa_ch01_ast_gravitational_parameter,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/units/ast_ch1_constants_units.sci",orbit_two_body,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,"orbital-unit, frame, conic branch, and mission-design assumption policy required",medium to high; conic branch and mission geometry convention sensitive,"conic type, singular elements, true/eccentric/hyperbolic anomaly branches, and geometry branch policy unresolved",possible_reference_fixture_required,9A_classical_elements_and_9E_mission_design_contracts,contract_review_first_no_implementation,blocked_until_orbit_geometry_conic_branch_and_validation_policy,source locator review; analytical orbit cases; reference oracle; source equivalence; family validation card; scilab_equivalence_job_alias=SEQ-009,Orbital mechanics/mission design pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0044,canonical_units,foa_ch01_ast_canonical_units,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/units/ast_ch1_constants_units.sci",unit_conversion,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,unit/constants contract required; no frame dependency unless canonical gravitational parameter convention is embedded,low for direct unit scaling; medium when canonical units/constants are bundled,"unit dimension, constant source, and non-finite input policy required; no branch expected for pure scaling",possible_for_constant_tables_or_source_values,8D_deduplicated_unit_conversion_helpers,contract_review_first_no_implementation,blocked_until_unit_constant_source_contract,unit identity tests; dimensional round trips; source-registry seed; validation family card; Scilab equivalence for exact source basename; scilab_equivalence_job_alias=SEQ-009,Unit/constants conversion pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0045,earth_canonical_units,foa_ch01_ast_earth_canonical_units,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/units/ast_ch1_constants_units.sci",unit_conversion,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,unit/constants contract required; no frame dependency unless canonical gravitational parameter convention is embedded,low for direct unit scaling; medium when canonical units/constants are bundled,"unit dimension, constant source, and non-finite input policy required; no branch expected for pure scaling",possible_for_constant_tables_or_source_values,8D_deduplicated_unit_conversion_helpers,contract_review_first_no_implementation,blocked_until_unit_constant_source_contract,unit identity tests; dimensional round trips; source-registry seed; validation family card; Scilab equivalence for exact source basename; scilab_equivalence_job_alias=SEQ-009,Unit/constants conversion pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0046,sun_canonical_units,foa_ch01_ast_sun_canonical_units,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/units/ast_ch1_constants_units.sci",unit_conversion,medium_risk_requires_contract_review,M00 constants and canonical unit conversion helpers,unit/constants contract required; no frame dependency unless canonical gravitational parameter convention is embedded,low for direct unit scaling; medium when canonical units/constants are bundled,"unit dimension, constant source, and non-finite input policy required; no branch expected for pure scaling",possible_for_constant_tables_or_source_values,8D_deduplicated_unit_conversion_helpers,contract_review_first_no_implementation,blocked_until_unit_constant_source_contract,unit identity tests; dimensional round trips; source-registry seed; validation family card; Scilab equivalence for exact source basename; scilab_equivalence_job_alias=SEQ-009,Unit/constants conversion pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0047,to_canonical_distance,foa_ch01_ast_to_canonical_distance,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/units/ast_ch1_constants_units.sci",unit_conversion,low_risk_candidate,M00 constants and canonical unit conversion helpers,unit/constants contract required; no frame dependency unless canonical gravitational parameter convention is embedded,low for direct unit scaling; medium when canonical units/constants are bundled,"unit dimension, constant source, and non-finite input policy required; no branch expected for pure scaling",possible_for_constant_tables_or_source_values,8D_deduplicated_unit_conversion_helpers,metadata_ready_for_family_contract,standard_formula_vault_gate_only,unit identity tests; dimensional round trips; source-registry seed; validation family card; Scilab equivalence for exact source basename; scilab_equivalence_job_alias=SEQ-009,Unit/constants conversion pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0048,from_canonical_distance,foa_ch01_ast_from_canonical_distance,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/units/ast_ch1_constants_units.sci",unit_conversion,low_risk_candidate,M00 constants and canonical unit conversion helpers,unit/constants contract required; no frame dependency unless canonical gravitational parameter convention is embedded,low for direct unit scaling; medium when canonical units/constants are bundled,"unit dimension, constant source, and non-finite input policy required; no branch expected for pure scaling",possible_for_constant_tables_or_source_values,8D_deduplicated_unit_conversion_helpers,metadata_ready_for_family_contract,standard_formula_vault_gate_only,unit identity tests; dimensional round trips; source-registry seed; validation family card; Scilab equivalence for exact source basename; scilab_equivalence_job_alias=SEQ-009,Unit/constants conversion pattern.
PORT_STATUS_RELEASE_GATE.csv:row_0049,to_canonical_time,foa_ch01_ast_to_canonical_time,"Bate, Mueller, and White - Fundamentals of Astrodynamics/fundamentals_astrodynamics_scilab_cleaned_all/fundamentals_astrodynamics_scilab_cleaned_all/namespaced/ch01_scilab_astrodynamics/src/units/ast_ch1_constants_units.sci",unit_conversion,low_risk_candidate,M00 constants and canonical unit conversion helpers,unit/constants contract required; no frame dependency unless canonical gravitational parameter convention is embedded,low for direct unit scaling; medium when canonical units/constants are bundled,"unit dimension, constant source, and non-finite input policy required; no branch expected for pure scaling",possible_for_constant_tables_or_source_values,8D_deduplicated_unit_conversion_helpers,metadata_ready_for_family_contract,standard_formula_vault_gate_only,unit identity tests; dimensional round trips; source-registry seed; validation family card; Scilab equivalence for exact source basename; scilab_equivalence_job_alias=SEQ-009,Unit/constants conversion pattern.
