path,bytes,sha256
docs/phase_0_001/microtask_017_flight_dynamics_basic_performance.md,4233,1ba478a5401dec489a5f5735fae9b5484971ad56cbf6bb764c4d7fbfdde1b75f
docs/phase_0_001/microtask_018_astrodynamics_two_body.md,4813,d7dd61fc50874990c6d0ac3af1c2bec386af486a8b9b4500a3ffeeb118600cee
docs/phase_0_001/microtask_019_astrodynamics_transfer_celestial.md,5229,4037ba790919bf44fce7c7b5bc4964e6fb09bed860d031e8b0534c004a65ea0f
docs/phase_0_001/microtask_020_bioregenerative_life_support.md,5483,73df205de89af62521eae4794fef844daf59623ff26b86da0e7608fbd229c754
docs/phase_0_001/microtask_log.md,65254,57f845bd0dfc542225c94bd0355aac449aca75645bcdd50e8919e15a8d3f97b2
docs/phase_0_001/source_research_backlog.md,20918,6038e363e10779282b837c30ae555b82bd69802f4bac792e9655886579fb2e6d
docs/phase_0_001/version_lock_audit.md,3196,09b2b9c5a5a01775b3087524626fce2f1ad5dcad09f9cb35a3f0bf88a86e39ad
docs/phase_0_001/working_inventory.md,2742,1202209a1a033b2f2920cf24ddb6b289e3fd5624f65c86dd6a3cfbacebdcfc3a
docs/roadmap/milestones.md,3317,b1e04cef7d0db848c5d4ece3a6e2a5049b6b72f23de0c8777f96af460e1850fd
docs/roadmap/post_1_0_expansion.md,2289,84bf34a17b4006048ce291caeeac6c0e8aa4e23928c9c154e016105cd4c1112a
docs/roadmap/versioning.md,4257,1dcbcc2fda64ad64b6c970c8ee8bbfe0eb11626557956d059c8f2af8e945e6dc
validation/README.md,3387,8d1ed98f3afac594e88d962a6c711a4fcee281a4736deb55d2b7b563903acfc4
validation/cards/aerodynamics_basic_coefficients.yaml,2662,0e1f6ffd40cd1b8967931a00dcd350ce5ab72cb97a6d16d60019c735280512d8
validation/cards/astrodynamics_transfer_celestial_basics.yaml,2916,60d6bc3419dfa04c9425e4b9582ef7e0de2179cd0d6cab54d16cee8c71472b35
validation/cards/astrodynamics_two_body_basics.yaml,2878,311924955099bf5663bef09a22c4576292116a0cd6d260ca06dc1fea3f124e24
validation/cards/atmosphere_standard_troposphere.yaml,1663,e718cb9a5bbf4ce1da53980b352ca42c59d69712526bf11762e8aa340fa961f0
validation/cards/examples/astrodynamics_two_body_vis_viva.yaml,788,109bd0bd75798a0a2ae17be970fc975c682600ae0481ce81072cb3ee6d20c45f
validation/cards/examples/gasdyn_isentropic_temperature_ratio.yaml,643,b8fbb651c06f8aa029ac95fddb080e6f2e739dd408ecee32f20d4cd34359ecd6
validation/cards/examples/life_support_bioregenerative_closure_fraction.yaml,1083,ef1abc58bc7b3996ce3176bc79d9ee8a0a43830fd320392d801e3d256f710980
validation/cards/flight_dynamics_basic_performance.yaml,2963,56547be36c4ba183e7ec060a0eba2f5e9e585adcab3d28e9c48c9065f06a272e
validation/cards/gasdyn_isentropic_flow.yaml,1591,8fe5b40f86739a4d73097228894b0016ba3fa8b7771e55d4ae3c64533bcb767a
validation/cards/gasdyn_mach_angle_prandtl_meyer.yaml,2154,9ac74a9c35a3f430a561c6a570f77f3c0116f675b88ba104da99f132dde8f610
validation/cards/gasdyn_normal_shock.yaml,1900,ebe9be0db6effc3c730d692d56f60da9cd8d852d37250d495fe86712af0ba535
validation/cards/gasdyn_oblique_shock.yaml,2344,deb1c1542ebeedeb1cc756313b6857f937ac3dfa361e9e49fc99e515a4a60148
validation/cards/heat_transfer_basic_primitives.yaml,2717,03114aa2d004ffabfda513df79228c0c8e367ec9847c22f6834cbeaee92e02ca
validation/cards/life_support_bioregenerative_mass_balance.yaml,2531,54a8b945db667fecdf41ba0ae8f3bf59048c170ae5d7bd029ff7b4d45edb2fe4
validation/cards/life_support_buffer_residence_time.yaml,989,ec3a4669e9f1461a385f897eca6a423b5077a9d2a4e4dfcb96a5387480aa07af
validation/cards/life_support_closure_fraction.yaml,1372,40ce566f01ebeb8a1c37454e8719889717086c99e6990fc2557027f0e862c9d2
validation/cards/life_support_daily_mass_balance.yaml,1847,c79189d12dd25cf4daf33fab210526ee6c57d6bcc929ffc93054ce46f1a929e8
validation/cards/life_support_required_production_area.yaml,1143,819b2261e43c41733b32c09be07115c7c22792d36341288e03267af50b046693
validation/cards/propulsion_rocket_nozzle_basics.yaml,3138,d9ef23f9a951169ba5ac4f35bf5ab226b7fce44eaa2d0b0888ce1206453dc66a
validation/cards/structures_beam_buckling_basics.yaml,2682,3b2788c43fe76b494dedafc91ffd69e9f19a2a4bac07f912e7d8284e83a3d569
validation/cards/thermo_perfect_gas.yaml,2402,3b068c9fdc544cae18b275ccc58a8fd42a77de3b0fd6d304481d2ce2591dcc91
validation/schema/codex_card.schema.json,4139,e2cf5f99328a91e23eeef4652a5f7255808c5056e83655b87b5ccbbd5c2f44c8
validation/source_registry/aerodynamics_basic_coefficients.yaml,1636,14b8073da8bf0ca75fe6bc7d72f8857510ef20bbffd8167572744f794d0ff101
validation/source_registry/astrodynamics_transfer_celestial_basics.yaml,2327,4129d8cc9f8bb3ec6a9a31a7bd9bc489f7265aef6f3ae253fa4729a2e66086bb
validation/source_registry/astrodynamics_two_body_basics.yaml,1807,0849996b41ad5f846ac2d20f5dcd2ad4cd98dd5aefed0933b062d9cd44fa1d83
validation/source_registry/flight_dynamics_basic_performance.yaml,1674,ec1116c1876ce02764894d8105696818e1640e3b0ea60dce0e3b45548145fb80
validation/source_registry/heat_transfer_basic_primitives.yaml,1687,ebda905d9a012cb830616a5b1e21529335dcfcff9a43b30dab1b1994ae17945a
validation/source_registry/life_support_bioregenerative_mass_balance.yaml,1617,d787e4cdf2c8c3515f9cc7c6089e5bdc4ede03cb0e74eb2d597a05d7bbfd5d64
validation/source_registry/naca_report_1135.yaml,2476,d0bf9a9922951b914ebf9b8bbf911b37fbd24aaef06e236d104feee9b4fe7a02
validation/source_registry/nasa_glenn_thermo_cea.yaml,1439,7bd2b2f2e166c3ace4f167f3d1809ddf1630c8114bcfd5240e34266afb67a8b7
validation/source_registry/nasa_jpl_astrodynamics_parameters.yaml,1718,a0b9e2b47ea3f669f15f7d5fd63fdd1eff583ca40544866af0e723dd0f108bec
validation/source_registry/nasa_life_support_bvad_eclss.yaml,1892,3c0f6229c4c57a8b94468a7ec709ae848608a66c714da6bf078d682c1c1eae97
validation/source_registry/nist_codata_physical_constants.yaml,940,e2c399eadcfb7c51fca4fde1d1d2c1dab92f41bce27605041032376009074338
validation/source_registry/propulsion_rocket_nozzle_basics.yaml,1609,faf715549c24a00228b1f0c12a477752d22c96506b3f6fcbb9aa9b991036196c
validation/source_registry/structures_basic_mechanics.yaml,1515,859849289c5d3c8a700332827129b364ac96ec7a1502c3cd394932e80bd5e7f8
validation/source_registry/us_standard_atmosphere_1976.yaml,938,3caf023a109502d00bff12a7d5e675e86aedab2a53d24aae7809c3c266b7f401
xtask/Cargo.toml,245,50a347879fbfe208718f7949fbc8f75cb1b56a257aa3c03ec349d4e914dba84a
xtask/src/main.rs,17909,a702fb1e8bf5d94428399fc150b5df21049f6d942ca0f71c4bd91d96ef42242b
