schema_version	batch_id	formula_id	package	crate_name	runtime_symbol	output_variable	contract_path	validation_card_path	source_seed_path	validation_status	test_strategy	test_expression
aerocodex.equation_batch.v1	a4-atmosphere-thermo-gasdynamics	formula_vault.gasdyn.isentropic.pressure_ratio	aero-codex-gas-dynamics	aero_codex_gas_dynamics	pressure_ratio_p0_over_p	p0_over_p	formula-vault/contracts/gasdyn_isentropic_flow_contract.yaml	validation/cards/gasdyn_isentropic_flow.yaml	validation/source_registry/naca_report_1135.yaml	research_required	exact	matches!(aero_codex_gas_dynamics::pressure_ratio_p0_over_p(0.0, 1.4), Ok(value) if value == 1.0)
aerocodex.equation_batch.v1	a4-atmosphere-thermo-gasdynamics	formula_vault.gasdyn.isentropic.density_ratio	aero-codex-gas-dynamics	aero_codex_gas_dynamics	density_ratio_rho0_over_rho	rho0_over_rho	formula-vault/contracts/gasdyn_isentropic_flow_contract.yaml	validation/cards/gasdyn_isentropic_flow.yaml	validation/source_registry/naca_report_1135.yaml	research_required	exact	matches!(aero_codex_gas_dynamics::density_ratio_rho0_over_rho(0.0, 1.4), Ok(value) if value == 1.0)
aerocodex.equation_batch.v1	a4-atmosphere-thermo-gasdynamics	formula_vault.gasdyn.isentropic.area_mach_ratio	aero-codex-gas-dynamics	aero_codex_gas_dynamics	area_mach_ratio	area_over_area_star	formula-vault/contracts/gasdyn_isentropic_flow_contract.yaml	validation/cards/gasdyn_isentropic_flow.yaml	validation/source_registry/naca_report_1135.yaml	research_required	tolerance	matches!(aero_codex_gas_dynamics::area_mach_ratio(1.0, 1.4), Ok(value) if (value - 1.0).abs() <= 1.0e-12)
aerocodex.equation_batch.v1	a4-atmosphere-thermo-gasdynamics	formula_vault.gasdyn.isentropic.mass_flow_parameter	aero-codex-gas-dynamics	aero_codex_gas_dynamics	mass_flow_parameter	mass_flow_parameter	formula-vault/contracts/gasdyn_isentropic_flow_contract.yaml	validation/cards/gasdyn_isentropic_flow.yaml	validation/source_registry/naca_report_1135.yaml	research_required	exact	matches!(aero_codex_gas_dynamics::mass_flow_parameter(0.0, 1.4), Ok(value) if value == 0.0)
aerocodex.equation_batch.v1	a4-atmosphere-thermo-gasdynamics	formula_vault.gasdyn.normal_shock.mach2	aero-codex-gas-dynamics	aero_codex_gas_dynamics	normal_shock_mach2	mach2	formula-vault/contracts/gasdyn_normal_shock_contract.yaml	validation/cards/gasdyn_normal_shock.yaml	validation/source_registry/naca_report_1135.yaml	research_required	tolerance	matches!(aero_codex_gas_dynamics::normal_shock_mach2(2.0, 1.4), Ok(value) if (value - 0.5773502691896257).abs() <= 1.0e-12)
aerocodex.equation_batch.v1	a4-atmosphere-thermo-gasdynamics	formula_vault.gasdyn.normal_shock.pressure_ratio_p2_p1	aero-codex-gas-dynamics	aero_codex_gas_dynamics	normal_shock_pressure_ratio_p2_p1	p2_over_p1	formula-vault/contracts/gasdyn_normal_shock_contract.yaml	validation/cards/gasdyn_normal_shock.yaml	validation/source_registry/naca_report_1135.yaml	research_required	tolerance	matches!(aero_codex_gas_dynamics::normal_shock_pressure_ratio_p2_p1(2.0, 1.4), Ok(value) if (value - 4.5).abs() <= 1.0e-12)
aerocodex.equation_batch.v1	a4-atmosphere-thermo-gasdynamics	formula_vault.gasdyn.normal_shock.density_ratio_rho2_rho1	aero-codex-gas-dynamics	aero_codex_gas_dynamics	normal_shock_density_ratio_rho2_rho1	rho2_over_rho1	formula-vault/contracts/gasdyn_normal_shock_contract.yaml	validation/cards/gasdyn_normal_shock.yaml	validation/source_registry/naca_report_1135.yaml	research_required	tolerance	matches!(aero_codex_gas_dynamics::normal_shock_density_ratio_rho2_rho1(2.0, 1.4), Ok(value) if (value - 2.666666666666667).abs() <= 1.0e-12)
aerocodex.equation_batch.v1	a4-atmosphere-thermo-gasdynamics	formula_vault.gasdyn.normal_shock.temperature_ratio_t2_t1	aero-codex-gas-dynamics	aero_codex_gas_dynamics	normal_shock_temperature_ratio_t2_t1	t2_over_t1	formula-vault/contracts/gasdyn_normal_shock_contract.yaml	validation/cards/gasdyn_normal_shock.yaml	validation/source_registry/naca_report_1135.yaml	research_required	tolerance	matches!(aero_codex_gas_dynamics::normal_shock_temperature_ratio_t2_t1(2.0, 1.4), Ok(value) if (value - 1.6875).abs() <= 1.0e-12)
aerocodex.equation_batch.v1	a4-atmosphere-thermo-gasdynamics	formula_vault.gasdyn.normal_shock.total_pressure_ratio_p02_p01	aero-codex-gas-dynamics	aero_codex_gas_dynamics	normal_shock_total_pressure_ratio_p02_p01	p02_over_p01	formula-vault/contracts/gasdyn_normal_shock_contract.yaml	validation/cards/gasdyn_normal_shock.yaml	validation/source_registry/naca_report_1135.yaml	research_required	tolerance	matches!(aero_codex_gas_dynamics::normal_shock_total_pressure_ratio_p02_p01(2.0, 1.4), Ok(value) if (value - 0.7208738614847455).abs() <= 1.0e-12)
aerocodex.equation_batch.v1	a4-atmosphere-thermo-gasdynamics	formula_vault.gasdyn.mach_angle.mu	aero-codex-gas-dynamics	aero_codex_gas_dynamics	mach_angle	mach_angle_mu	formula-vault/contracts/gasdyn_mach_angle_prandtl_meyer_contract.yaml	validation/cards/gasdyn_mach_angle_prandtl_meyer.yaml	validation/source_registry/naca_report_1135.yaml	research_required	tolerance	matches!(aero_codex_gas_dynamics::mach_angle(2.0), Ok(value) if (value.as_degrees() - 30.0).abs() <= 1.0e-12)
aerocodex.equation_batch.v1	a4-atmosphere-thermo-gasdynamics	formula_vault.gasdyn.prandtl_meyer.nu	aero-codex-gas-dynamics	aero_codex_gas_dynamics	prandtl_meyer_nu	prandtl_meyer_nu	formula-vault/contracts/gasdyn_mach_angle_prandtl_meyer_contract.yaml	validation/cards/gasdyn_mach_angle_prandtl_meyer.yaml	validation/source_registry/naca_report_1135.yaml	research_required	tolerance	matches!(aero_codex_gas_dynamics::prandtl_meyer_nu(2.0, 1.4), Ok(value) if (value.as_degrees() - 26.379760813416457).abs() <= 1.0e-12)
aerocodex.equation_batch.v1	a4-atmosphere-thermo-gasdynamics	formula_vault.gasdyn.prandtl_meyer.inverse_mach	aero-codex-gas-dynamics	aero_codex_gas_dynamics	prandtl_meyer_inverse	inverse_mach	formula-vault/contracts/gasdyn_mach_angle_prandtl_meyer_contract.yaml	validation/cards/gasdyn_mach_angle_prandtl_meyer.yaml	validation/source_registry/naca_report_1135.yaml	research_required	tolerance	matches!(aero_codex_gas_dynamics::prandtl_meyer_inverse(aero_codex_gas_dynamics::prandtl_meyer_nu(2.25, 1.4).unwrap(), 1.4, 1.0e-10), Ok(value) if (value - 2.25).abs() <= 1.0e-8)
aerocodex.equation_batch.v1	a4-atmosphere-thermo-gasdynamics	formula_vault.gasdyn.oblique_shock.theta_beta_mach_residual	aero-codex-gas-dynamics	aero_codex_gas_dynamics	theta_beta_mach_residual	theta_beta_mach_residual	formula-vault/contracts/gasdyn_oblique_shock_contract.yaml	validation/cards/gasdyn_oblique_shock.yaml	validation/source_registry/naca_report_1135.yaml	research_required	tolerance	matches!(aero_codex_gas_dynamics::theta_beta_mach_residual(2.0, aero_codex_gas_dynamics::oblique_shock_beta(2.0, aero_codex_gas_dynamics::mach_angle(5.758770483143634).unwrap(), 1.4, aero_codex_gas_dynamics::ShockBranch::Weak).unwrap(), 1.4, aero_codex_gas_dynamics::mach_angle(5.758770483143634).unwrap()), Ok(value) if value.abs() <= 1.0e-10)
aerocodex.equation_batch.v1	a4-atmosphere-thermo-gasdynamics	formula_vault.gasdyn.oblique_shock.beta	aero-codex-gas-dynamics	aero_codex_gas_dynamics	oblique_shock_beta	beta	formula-vault/contracts/gasdyn_oblique_shock_contract.yaml	validation/cards/gasdyn_oblique_shock.yaml	validation/source_registry/naca_report_1135.yaml	research_required	invariant	matches!(aero_codex_gas_dynamics::oblique_shock_beta(2.0, aero_codex_gas_dynamics::mach_angle(5.758770483143634).unwrap(), 1.4, aero_codex_gas_dynamics::ShockBranch::Weak), Ok(value) if value.as_radians() > aero_codex_gas_dynamics::mach_angle(2.0).unwrap().as_radians() && value.as_radians() < std::f64::consts::FRAC_PI_2)
aerocodex.equation_batch.v1	a4-atmosphere-thermo-gasdynamics	formula_vault.gasdyn.oblique_shock.normal_mach1	aero-codex-gas-dynamics	aero_codex_gas_dynamics	oblique_shock_normal_mach	upstream_normal_mach	formula-vault/contracts/gasdyn_oblique_shock_contract.yaml	validation/cards/gasdyn_oblique_shock.yaml	validation/source_registry/naca_report_1135.yaml	research_required	invariant	matches!(aero_codex_gas_dynamics::oblique_shock_normal_mach(2.0, aero_codex_gas_dynamics::oblique_shock_beta(2.0, aero_codex_gas_dynamics::mach_angle(5.758770483143634).unwrap(), 1.4, aero_codex_gas_dynamics::ShockBranch::Weak).unwrap()), Ok(value) if value.is_finite() && value > 1.0)
aerocodex.equation_batch.v1	a4-atmosphere-thermo-gasdynamics	formula_vault.gasdyn.oblique_shock.downstream_mach	aero-codex-gas-dynamics	aero_codex_gas_dynamics	oblique_shock_downstream_mach	downstream_mach	formula-vault/contracts/gasdyn_oblique_shock_contract.yaml	validation/cards/gasdyn_oblique_shock.yaml	validation/source_registry/naca_report_1135.yaml	research_required	tolerance	matches!(aero_codex_gas_dynamics::oblique_shock_downstream_mach(2.0, aero_codex_gas_dynamics::oblique_shock_beta(2.0, aero_codex_gas_dynamics::mach_angle(5.758770483143634).unwrap(), 1.4, aero_codex_gas_dynamics::ShockBranch::Weak).unwrap(), aero_codex_gas_dynamics::mach_angle(5.758770483143634).unwrap(), 1.4), Ok(value) if (value - 1.64052222900108).abs() <= 1.0e-8)
